1800.0
20.0
8
-4.0
1440
141
  12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275 
  12.89275   12.89275   12.89275   12.89275   12.89273   12.89269   12.89262   12.89246 
  12.89215   12.89158   12.89055   12.88876   12.88573   12.88074   12.87273   12.86013 
  12.84072   12.81142   12.76797   12.70469   12.61418   12.48707   12.31197   12.07572 
  11.76410   11.36339   10.86250   10.25596    9.54670    8.74813    7.88408    6.98643 
   6.09042    5.22935    4.43010    3.71058    3.07952    2.53782    2.08076    1.70022 
   1.38654    1.12984    0.92078    0.75106    0.61349    0.50204    0.41173    0.33846 
   0.27893    0.23048    0.19095    0.15864    0.13215    0.11039    0.09245    0.07764 
   0.06538    0.05520    0.04672    0.03965    0.03373    0.02877    0.02461    0.02110 
   0.01814    0.01564    0.01353    0.01174    0.01022    0.00893    0.00783    0.00690 
   0.00612    0.00546    0.00490    0.00444    0.00405    0.00374    0.00350    0.00332 
   0.00319    0.00311    0.00309    0.00311    0.00319    0.00332    0.00350    0.00374 
   0.00405    0.00444    0.00490    0.00546    0.00612    0.00690    0.00783    0.00893 
   0.01022    0.01174    0.01353    0.01564    0.01814    0.02110    0.02461    0.02877 
   0.03373    0.03965    0.04672    0.05520    0.06538    0.07764    0.09245    0.11039 
   0.13215    0.15864    0.19095    0.23048    0.27893    0.33846    0.41173    0.50204 
   0.61349    0.75106    0.92078    1.12984    1.38654    1.70022    2.08076    2.53782 
   3.07952    3.71058    4.43010    5.22935    6.09042    6.98643    7.88408    8.74813 
   9.54670   10.25596   10.86250   11.36339   11.76410   12.07572   12.31197   12.48707 
  12.61418   12.70469   12.76797   12.81142   12.84072   12.86013   12.87273   12.88074 
  12.88573   12.88876   12.89055   12.89158   12.89215   12.89246   12.89262   12.89269 
  12.89273   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275 
  12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275 
  12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275 
  12.89273   12.89269   12.89262   12.89246   12.89215   12.89158   12.89055   12.88876 
  12.88573   12.88074   12.87273   12.86013   12.84072   12.81142   12.76797   12.70469 
  12.61418   12.48707   12.31197   12.07572   11.76410   11.36339   10.86250   10.25596 
   9.54670    8.74813    7.88408    6.98643    6.09042    5.22935    4.43010    3.71058 
   3.07952    2.53782    2.08076    1.70022    1.38654    1.12984    0.92078    0.75106 
   0.61349    0.50204    0.41173    0.33846    0.27893    0.23048    0.19095    0.15864 
   0.13215    0.11039    0.09245    0.07764    0.06538    0.05520    0.04672    0.03965 
   0.03373    0.02877    0.02461    0.02110    0.01814    0.01564    0.01353    0.01174 
   0.01022    0.00893    0.00783    0.00690    0.00612    0.00546    0.00490    0.00444 
   0.00405    0.00374    0.00350    0.00332    0.00319    0.00311    0.00309    0.00311 
   0.00319    0.00332    0.00350    0.00374    0.00405    0.00444    0.00490    0.00546 
   0.00612    0.00690    0.00783    0.00893    0.01022    0.01174    0.01353    0.01564 
   0.01814    0.02110    0.02461    0.02877    0.03373    0.03965    0.04672    0.05520 
   0.06538    0.07764    0.09245    0.11039    0.13215    0.15864    0.19095    0.23048 
   0.27893    0.33846    0.41173    0.50204    0.61349    0.75106    0.92078    1.12984 
   1.38654    1.70022    2.08076    2.53782    3.07952    3.71058    4.43010    5.22935 
   6.09042    6.98643    7.88408    8.74813    9.54670   10.25596   10.86250   11.36339 
  11.76410   12.07572   12.31197   12.48707   12.61418   12.70469   12.76797   12.81142 
  12.84072   12.86013   12.87273   12.88074   12.88573   12.88876   12.89055   12.89158 
  12.89215   12.89246   12.89262   12.89269   12.89273   12.89275   12.89275   12.89275 
  12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275 
  12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275 
  12.89275   12.89275   12.89275   12.89275   12.89273   12.89269   12.89262   12.89246 
  12.89215   12.89158   12.89055   12.88876   12.88573   12.88074   12.87273   12.86013 
  12.84072   12.81142   12.76797   12.70469   12.61418   12.48707   12.31197   12.07572 
  11.76410   11.36339   10.86250   10.25596    9.54670    8.74813    7.88408    6.98643 
   6.09042    5.22935    4.43010    3.71058    3.07952    2.53782    2.08076    1.70022 
   1.38654    1.12984    0.92078    0.75106    0.61349    0.50204    0.41173    0.33846 
   0.27893    0.23048    0.19095    0.15864    0.13215    0.11039    0.09245    0.07764 
   0.06538    0.05520    0.04672    0.03965    0.03373    0.02877    0.02461    0.02110 
   0.01814    0.01564    0.01353    0.01174    0.01022    0.00893    0.00783    0.00690 
   0.00612    0.00546    0.00490    0.00444    0.00405    0.00374    0.00350    0.00332 
   0.00319    0.00311    0.00309    0.00311    0.00319    0.00332    0.00350    0.00374 
   0.00405    0.00444    0.00490    0.00546    0.00612    0.00690    0.00783    0.00893 
   0.01022    0.01174    0.01353    0.01564    0.01814    0.02110    0.02461    0.02877 
   0.03373    0.03965    0.04672    0.05520    0.06538    0.07764    0.09245    0.11039 
   0.13215    0.15864    0.19095    0.23048    0.27893    0.33846    0.41173    0.50204 
   0.61349    0.75106    0.92078    1.12984    1.38654    1.70022    2.08076    2.53782 
   3.07952    3.71058    4.43010    5.22935    6.09042    6.98643    7.88408    8.74813 
   9.54670   10.25596   10.86250   11.36339   11.76410   12.07572   12.31197   12.48707 
  12.61418   12.70469   12.76797   12.81142   12.84072   12.86013   12.87273   12.88074 
  12.88573   12.88876   12.89055   12.89158   12.89215   12.89246   12.89262   12.89269 
  12.89273   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275 
  12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275 
  12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275   12.89275 
  12.89273   12.89269   12.89262   12.89246   12.89215   12.89158   12.89055   12.88876 
  12.88573   12.88074   12.87273   12.86013   12.84072   12.81142   12.76797   12.70469 
  12.61418   12.48707   12.31197   12.07572   11.76410   11.36339   10.86250   10.25596 
   9.54670    8.74813    7.88408    6.98643    6.09042    5.22935    4.43010    3.71058 
   3.07952    2.53782    2.08076    1.70022    1.38654    1.12984    0.92078    0.75106 
   0.61349    0.50204    0.41173    0.33846    0.27893    0.23048    0.19095    0.15864 
   0.13215    0.11039    0.09245    0.07764    0.06538    0.05520    0.04672    0.03965 
   0.03373    0.02877    0.02461    0.02110    0.01814    0.01564    0.01353    0.01174 
   0.01022    0.00893    0.00783    0.00690    0.00612    0.00546    0.00490    0.00444 
   0.00405    0.00374    0.00350    0.00332    0.00319    0.00311    0.00309    0.00311 
   0.00319    0.00332    0.00350    0.00374    0.00405    0.00444    0.00490    0.00546 
   0.00612    0.00690    0.00783    0.00893    0.01022    0.01174    0.01353    0.01564 
   0.01814    0.02110    0.02461    0.02877    0.03373    0.03965    0.04672    0.05520 
   0.06538    0.07764    0.09245    0.11039    0.13215    0.15864    0.19095    0.23048 
   0.27893    0.33846    0.41173    0.50204    0.61349    0.75106    0.92078    1.12984 
   1.38654    1.70022    2.08076    2.53782    3.07952    3.71058    4.43010    5.22935 
