1900.0
20.0
1
-3.0
135
141
   5.91676    5.91413    5.90702    5.89541    5.87916    5.85797    5.83131    5.79845    5.75848    5.71032 
   5.65259    5.58357    5.50120    5.40330    5.28776    5.15273    4.99684    4.81953    4.62127    4.40373 
   4.16956    3.92227    3.66614    3.40632    3.14873    2.89941    2.66350    2.44436    2.24328    2.05997 
   1.89320    1.74148    1.60331    1.47734    1.36243    1.25767    1.16224    1.07523    0.99559    0.92235 
   0.85487    0.79283    0.73603    0.68410    0.63651    0.59277    0.55258    0.51574    0.48201    0.45106 
   0.42262    0.39653    0.37273    0.35111    0.33153    0.31385    0.29802    0.28392    0.27129    0.25986 
   0.24949    0.24036    0.23270    0.22660    0.22194    0.21847    0.21597    0.21432    0.21341    0.21324 
   0.21409    0.21636    0.22033    0.22594    0.23285    0.24092    0.25034    0.26149    0.27455    0.28936 
   0.30571    0.32360    0.34323    0.36472    0.38811    0.41351    0.44135    0.47216    0.50630    0.54381 
   0.58459    0.62878    0.67680    0.72923    0.78656    0.84916    0.91743    0.99186    1.07318    1.16227 
   1.26008    1.36758    1.48569    1.61546    1.75820    1.91548    2.08894    2.28019    2.49063    2.72095 
   2.96968    3.23164    3.49772    3.75706    4.00093    4.22562    4.43241    4.62472    4.80487    4.97250 
   5.12547    5.26170    5.38044    5.48240    5.56916    5.64250    5.70408    5.75531    5.79746    5.83170 
   5.85914    5.88067    5.89693    5.90825    5.91483    7.11195    7.10787    7.09825    7.08300    7.06197 
   7.03481    7.00106    6.96010    6.91114    6.85299    6.78402    6.70201    6.60422    6.48760    6.34904 
   6.18560    5.99469    5.77446    5.52437    5.24568    4.94182    4.61832    4.28251    3.94310    3.60945 
   3.29041    2.99297    2.72117    2.47594    2.25590    2.05861    1.88152    1.72235    1.57911    1.45001 
   1.33339    1.22780    1.13187    1.04443    0.96451    0.89149    0.82490    0.76425    0.70890    0.65818 
   0.61160    0.56890    0.52991    0.49436    0.46186    0.43201    0.40459    0.37949    0.35667    0.33604 
   0.31751    0.30092    0.28608    0.27276    0.26084    0.25034    0.24135    0.23389    0.22785    0.22315 
   0.21992    0.21838    0.21847    0.21977    0.22172    0.22411    0.22729    0.23184    0.23803    0.24570 
   0.25455    0.26455    0.27596    0.28910    0.30407    0.32089    0.33961    0.36039    0.38335    0.40854 
   0.43604    0.46615    0.49936    0.53610    0.57652    0.62061    0.66847    0.72048    0.77730    0.83961 
   0.90799    0.98292    1.06499    1.15507    1.25439    1.36431    1.48608    1.62094    1.77036    1.93642 
   2.12171    2.32902    2.56103    2.82020    3.10804    3.42345    3.76051    4.10772    4.45032    4.77500 
   5.07408    5.34642    5.59458    5.82104    6.02611    6.20865    6.36792    6.50467    6.62090    6.71903 
   6.80144    6.87039    6.92798    6.97594    7.01549    7.04740    7.07231    7.09083    7.10346    7.11048 
   8.87383    8.86856    8.85552    8.83483    8.80645    8.77007    8.72510    8.67086    8.60657    8.53117 
   8.44301    8.33958    8.21753    8.07291    7.90147    7.69854    7.45905    7.17787    6.85109    6.47783 
   6.06194    5.61269    5.14412    4.67318    4.21706    3.79028    3.40242    3.05719    2.75324    2.48629 
   2.25133    2.04391    1.86038    1.69752    1.55236    1.42233    1.30540    1.19997    1.10459    1.01797 
   0.93907    0.86719    0.80180    0.74226    0.68789    0.63815    0.59273    0.55146    0.51399    0.47981 
   0.44841    0.41948    0.39297    0.36885    0.34709    0.32761    0.31027    0.29488    0.28115    0.26881 
   0.25777    0.24816    0.24014    0.23377    0.22901    0.22580    0.22403    0.22354    0.22409    0.22556 
   0.22799    0.23165    0.23673    0.24327    0.25110    0.26015    0.27055    0.28258    0.29646    0.31228 
   0.33003    0.34978    0.37163    0.39571    0.42211    0.45102    0.48276    0.51774    0.55633    0.59877 
   0.64528    0.69620    0.75199    0.81319    0.88036    0.95416    1.03536    1.12487    1.22376    1.33327 
   1.45493    1.59050    1.74197    1.91175    2.10283    2.31899    2.56467    2.84472    3.16415    3.52722 
   3.93507    4.38240    4.85545    5.33351    5.79447    6.22137    6.60594    6.94747    7.24871    7.51252 
   7.74104    7.93670    8.10295    8.24397    8.36375    8.46555    8.55204    8.62545    8.68755    8.73957 
   8.78234    8.81648    8.84251    8.86073    8.87120   11.31087   11.30765   11.29468   11.27177   11.23861 
  11.19487   11.14019   11.07399   10.99536   10.90282   10.79430   10.66695   10.51687   10.33912   10.12773 
   9.87548    9.57313    9.20906    8.77105    8.25103    7.65141    6.98930    6.29524    5.60630    4.95662 
   4.36988    3.85652    3.41570    3.03969    2.71831    2.44190    2.20254    1.99401    1.81119    1.64979 
   1.50632    1.37810    1.26312    1.15972    1.06642    0.98201    0.90557    0.83634    0.77348    0.71614 
   0.66366    0.61568    0.57206    0.53251    0.49653    0.46360    0.43341    0.40591    0.38109    0.35878 
   0.33871    0.32058    0.30421    0.28952    0.27649    0.26515    0.25547    0.24739    0.24080    0.23561 
   0.23172    0.22900    0.22734    0.22672    0.22733    0.22946    0.23329    0.23877    0.24565    0.25373 
   0.26302    0.27378    0.28634    0.30091    0.31750    0.33611    0.35677    0.37961    0.40478    0.43240 
   0.46266    0.49592    0.53262    0.57316    0.61783    0.66689    0.72071    0.77982    0.84481    0.91633 
   0.99512    1.08214    1.17850    1.28546    1.40457    1.53774    1.68727    1.85579    2.04642    2.26330 
   2.51192    2.79924    3.13346    3.52402    3.98089    4.51171    5.11618    5.78022    6.47450    7.16023 
   7.80022    8.36917    8.85758    9.26873    9.61228    9.89912   10.13914   10.34087   10.51157   10.65702 
  10.78159   10.88857   10.98051   11.05932   11.12626   11.18210   11.22742   11.26272   11.28835   11.30441 
  13.74306   13.74568   13.74067   13.72789   13.70688   13.67690   13.63717   13.58685   13.52462   13.44846 
  13.35560   13.24251   13.10439   12.93471   12.72511   12.46511   12.14012   11.72850   11.20184   10.53341 
   9.71436    8.76851    7.75420    6.74834    5.82081    5.01400    4.33816    3.78091    3.32121    2.93891 
   2.61768    2.34463    2.10966    1.90535    1.72637    1.56866    1.42876    1.30384    1.19179    1.09110 
   1.00041    0.91849    0.84427    0.77696    0.71588    0.66034    0.60974    0.56361    0.52162    0.48343 
   0.44864    0.41692    0.38804    0.36184    0.33815    0.31670    0.29727    0.27977    0.26419    0.25045 
   0.23823    0.22720    0.21764    0.21078    0.20829    0.21074    0.21666    0.22314    0.22790    0.23076 
   0.23330    0.23712    0.24268    0.24967    0.25801    0.26797    0.27970    0.29299    0.30787    0.32485 
   0.34428    0.36566    0.38841    0.41376    0.44520    0.48595    0.53541    0.58836    0.63841    0.68291 
   0.72481    0.77011    0.82361    0.88677    0.95891    1.03963    1.12988    1.23122    1.34502    1.47255 
   1.61573    1.77749    1.96136    2.17141    2.41289    2.69329    3.02276    3.41398    3.88238    4.44650 
   5.12522    5.92906    6.84708    7.83770    8.83293    9.75761   10.55449   11.20022   11.70424   12.09428 
  12.40005   12.64430   12.84233   13.00487   13.14013   13.25419   13.35119   13.43392   13.50456   13.56468 
  13.61525   13.65682   13.68993   13.71515   13.73285   14.65641   14.66202   14.66290   14.65899   14.65020 
  14.63614   14.61610   14.58909   14.55374   14.50827   14.45057   14.37779   14.28534   14.16604   14.01026 
  13.80591   13.53556   13.17066   12.66928   11.98607   11.09561   10.01728    8.82267    7.61593    6.49673 
   5.52839    4.72831    4.08038    3.55538    3.12545    2.76877    2.46876    2.21290    1.99211    1.80003 
   1.63181    1.48336    1.35142    1.23358    1.12800    1.03304    0.94725    0.86956    0.79921    0.73545 
   0.67748    0.62472    0.57682    0.53350    0.49427    0.45857    0.42608    0.39675    0.37041    0.34657 
   0.32461    0.30422    0.28558    0.26904    0.25466    0.24213    0.23111    0.22178    0.21504    0.21193 
   0.21275    0.21643    0.22114    0.22546    0.22922    0.23314    0.23788    0.24366    0.25053    0.25880 
   0.26881    0.28058    0.29394    0.30911    0.32676    0.34723    0.37002    0.39440    0.42092    0.45183 
   0.48947    0.53401    0.58275    0.63208    0.68026    0.72876    0.78103    0.84022    0.90778    0.98399 
   1.06928    1.16489    1.27244    1.39339    1.52924    1.68234    1.85615    2.05487    2.28327    2.54766 
   2.85731    3.22511    3.66758    4.20559    4.86483    5.67162    6.63922    7.74854    8.93633   10.10472 
  11.15231   12.01029   12.66147   13.13277   13.47068   13.71807   13.90440   14.04785   14.16068   14.25188 
  14.32738   14.39054   14.44366   14.48890   14.52805   14.56189   14.59039   14.61361   14.63208   14.64632 
  14.90985   14.91595   14.91920   14.91966   14.91702   14.91076   14.90049   14.88592   14.86633   14.84024 
  14.80570   14.76040   14.70079   14.62083   14.51144   14.36015   14.14786   13.84217   13.39383   12.74631 
  11.86195   10.75226    9.49028    8.19163    6.97268    5.91162    5.03405    4.32522    3.75351    3.28793 
   2.90409    2.58336    2.31141    2.07781    1.87538    1.69877    1.54341    1.40552    1.28238    1.17213 
   1.07320    0.98408    0.90352    0.83063    0.76466    0.70482    0.65040    0.60090    0.55597    0.51518 
   0.47807    0.44429    0.41363    0.38590    0.36082    0.33813    0.31769    0.29940    0.28313    0.26867 
   0.25592    0.24488    0.23549    0.22762    0.22113    0.21605    0.21242    0.21022    0.20938    0.20988 
   0.21180    0.21513    0.21978    0.22571    0.23306    0.24204    0.25265    0.26490    0.27935    0.29749 
