    -0.055891029     -0.29362199  5.1036377e-193
    -0.053462919     -0.28086598  2.3879442e-150
    -0.051034808     -0.26810997  9.5971437e-116
    -0.048606698     -0.25535396   5.3813731e-88
    -0.046178588     -0.24259795   5.0904984e-66
    -0.043750478     -0.22984194   7.4344683e-49
    -0.041322367     -0.21708593   1.1805713e-35
    -0.038894257     -0.20432992   1.1231608e-25
    -0.036466147     -0.19157391   2.8059432e-18
    -0.034038037      -0.1788179   6.5254157e-13
    -0.031609926     -0.16606189   4.1177601e-09
    -0.029181816     -0.15330587   1.7182816e-06
    -0.026753706     -0.14054986   9.8208899e-05
    -0.024325607     -0.12779385    0.0013748492
    -0.021897659     -0.11503781    0.0073882231
    -0.019470525     -0.10228161      0.02134357
    -0.017045741    -0.089524969     0.042334865
    -0.014625621     -0.07676744      0.06809674
    -0.012213001     -0.06400849     0.098302221
   -0.0098112107    -0.051247497      0.13426408
   -0.0074242145    -0.038483729      0.17742252
   -0.0050567728    -0.025716319      0.22882426
   -0.0027145589    -0.012944257      0.29067919
  -0.00040440549  -0.00016635726      0.37025716
    0.0018648893     0.012618862      0.48411469
    0.0040807263     0.025413455      0.65072947
    0.0062246463     0.038220294       0.8388067
    0.0082757643     0.051042324      0.94526198
     0.010222174     0.063880666      0.96627026
     0.012061414     0.076734799      0.96738903
     0.013793233     0.089603844      0.96739999
     0.015417508      0.10248691          0.9674
     0.016934126      0.11538308          0.9674
     0.018342981      0.12829148          0.9674
     0.019643975      0.14121119          0.9674
     0.020837018      0.15414132          0.9674
     0.021922025      0.16708096          0.9674
     0.022898921      0.18002921          0.9674
     0.023767639      0.19298517          0.9674
     0.024528117      0.20594793          0.9674
     0.025180303      0.21891659          0.9674
      0.02572415      0.23189025          0.9674
     0.026159622      0.24486799          0.9674
     0.026486687      0.25784892          0.9674
     0.026705323      0.27083213          0.9674
     0.026815515      0.28381672          0.9674
     0.026817254      0.29680177          0.9674
     0.026710542      0.30978638          0.9674
     0.026495384      0.32276965          0.9674
     0.026171797      0.33575066          0.9674
     0.025739803      0.34872853          0.9674
     0.025199431      0.36170233          0.9674
      0.02455072      0.37467116          0.9674
     0.023793715      0.38763413          0.9674
     0.022928469      0.40059032          0.9674
     0.021955042      0.41353883          0.9674
     0.020873501      0.42647876          0.9674
     0.019683924      0.43940921          0.9674
     0.018386391      0.45232927          0.9674
     0.016980994      0.46523804          0.9674
     0.015467832      0.47813463          0.9674
     0.013847009      0.49101812          0.9674
     0.012118638      0.50388763          0.9674
      0.01028284      0.51674226          0.9674
    0.0083397441       0.5295811          0.9674
    0.0062894846      0.54240327          0.9674
    0.0041322048      0.55520786          0.9674
    0.0018680552      0.56799399          0.9674
  -0.00050280618      0.58076077          0.9674
    -0.002980214       0.5935073          0.9674
   -0.0055639954      0.60623269          0.9674
   -0.0082539701      0.61893606          0.9674
    -0.011049951      0.63161652          0.9674
