0.602186
0	0	-1.51547e-08	-1.21772e-09
1.3973e-05	184.243	-1.25627e-08	-6.50954e-09
2.7946e-05	649.448	-6.01322e-09	-1.30955e-08
4.1919e-05	1357.76	-3.77063e-08	-1.68836e-08
5.5892e-05	2306.13	-7.09641e-08	-2.33509e-08
6.9865e-05	3477.42	-8.60751e-08	-2.64798e-08
8.38379e-05	5245.2	-1.12161e-07	-4.85853e-08
9.78109e-05	9041.39	-1.94126e-07	-1.12027e-07
0.000111784	15854.7	-3.01459e-07	-1.76506e-07
0.000125757	25321.9	-5.45994e-07	-2.25429e-07
0.00013973	37477.3	-8.49704e-07	-2.9157e-07
0.000153703	53181.7	-1.08548e-06	-3.77087e-07
0.000167676	72497.9	-1.45361e-06	-4.46621e-07
0.000181649	92706.5	-1.99056e-06	-4.18496e-07
0.000195622	108315	-2.42667e-06	-2.56451e-07
0.000209595	114909	-2.62079e-06	-4.01037e-08
0.000223568	113462	-2.42274e-06	8.42843e-08
0.000237541	109714	-2.23343e-06	6.07717e-08
0.000251514	108889	-2.30084e-06	-3.57784e-08
0.000265487	111728	-2.46969e-06	-9.27542e-08
0.00027946	115259	-2.55909e-06	-6.56198e-08
0.000293433	116088	-2.53099e-06	2.04859e-08
0.000307406	113092	-2.43631e-06	9.63477e-08
0.000321379	107150	-2.40806e-06	1.46356e-07
0.000335352	99769.6	-2.19847e-06	1.59205e-07
0.000349325	93146.2	-2.0292e-06	1.16733e-07
0.000363298	89672.5	-1.91504e-06	2.80304e-08
0.000377271	90146.8	-1.95343e-06	-4.95024e-08
0.000391244	92151	-2.07979e-06	-3.77541e-08
0.000405217	91923.9	-2.11933e-06	4.32775e-08
0.00041919	87890.6	-1.96943e-06	1.22786e-07
0.000433163	81641.4	-1.78973e-06	1.38227e-07
0.000447136	76541.5	-1.64666e-06	7.62816e-08
0.000461109	74238.2	-1.65483e-06	2.1118e-08
0.000475082	73052.9	-1.66323e-06	2.86781e-08
0.000489055	70642.9	-1.65975e-06	7.22532e-08
0.000503028	66214.1	-1.48988e-06	1.14045e-07
0.000517001	61167.5	-1.35182e-06	9.94209e-08
0.000530974	57855.5	-1.29789e-06	4.19641e-08
0.000544947	57095	-1.27795e-06	-8.05361e-09
0.00055892	57494.5	-1.32873e-06	-7.77496e-09
0.000572893	56814.5	-1.3378e-06	3.65691e-08
0.000586866	54040.2	-1.24147e-06	8.04364e-08
0.000600839	49900.1	-1.15207e-06	9.48702e-08
0.000614812	45645.8	-1.01375e-06	8.61701e-08
0.000628785	41727.5	-9.77483e-07	8.12967e-08
0.000642758	37655.6	-9.33924e-07	9.29616e-08
0.000656731	33331.6	-7.94328e-07	9.23987e-08
0.000670704	29331.7	-6.75721e-07	7.97975e-08
0.000684677	25969.6	-6.06874e-07	6.5797e-08
0.00069865	22811.2	-5.98478e-07	7.11953e-08
0.000712623	18824.6	-5.3277e-07	1.00685e-07
0.000726596	13667.6	-3.54332e-07	1.20974e-07
0.000740569	8345.06	-2.29246e-07	1.08496e-07
0.000754542	4306.83	-1.54542e-07	6.75176e-08
0.000768515	2031.23	-1.19463e-07	3.41938e-08
0.000782488	705.966	-1.01087e-07	2.69141e-08
0.000796461	-413.896	-6.41104e-08	2.50258e-08
0.000810434	-1426.13	-2.8156e-08	2.20268e-08
0.000824406	-2214.61	-1.76383e-08	1.53323e-08
0.000838379	-2641.55	-1.19913e-08	6.5196e-09
0.000852352	-2730.84	-4.211e-09	7.63632e-10
0.000866325	-2630.93	-4.85704e-10	-1.8108e-09
0.000880298	-2503.04	-7.0455e-09	-7.45313e-10
