0.340722
0	0	-1.55079e-08	-2.51745e-10
1.38204e-05	117.425	-1.44258e-08	-1.2577e-09
2.76408e-05	976.109	-5.25507e-09	-9.80612e-09
4.14612e-05	3151.52	-1.74959e-08	-1.86477e-08
5.52816e-05	6004.12	-5.39651e-08	-1.93543e-08
6.9102e-05	8948.92	-8.46529e-08	-2.04791e-08
8.29225e-05	12055.4	-8.37346e-08	-2.19649e-08
9.67429e-05	15032.9	-9.0837e-08	-1.93396e-08
0.000110563	18113.5	-1.48832e-07	-2.35476e-08
0.000124384	22637.5	-1.76804e-07	-3.83113e-08
0.000138204	30077.6	-1.86836e-07	-6.21443e-08
0.000152025	41292.8	-2.71911e-07	-8.89548e-08
0.000165845	56555	-3.95203e-07	-1.17169e-07
0.000179665	75223.3	-5.3175e-07	-1.36513e-07
0.000193486	95680.5	-6.45541e-07	-1.44072e-07
0.000207306	114866	-7.84014e-07	-1.23646e-07
0.000221127	130382	-9.42974e-07	-9.85677e-08
0.000234947	145876	-1.05556e-06	-1.23381e-07
0.000248767	169772	-1.08946e-06	-2.08119e-07
0.000262588	204968	-1.3215e-06	-2.7475e-07
0.000276408	243127	-1.7317e-06	-2.54686e-07
0.000290229	270395	-2.04166e-06	-1.40114e-07
0.000304049	280569	-2.00686e-06	-3.2864e-08
0.000317869	281466	-1.89921e-06	-1.38994e-08
0.00033169	286393	-1.93167e-06	-7.91981e-08
0.00034551	301450	-2.21029e-06	-1.44303e-07
0.000359331	320383	-2.34309e-06	-1.32935e-07
0.000373151	334912	-2.40728e-06	-8.97831e-08
0.000386971	344538	-2.45169e-06	-6.88795e-08
0.000400792	353877	-2.52573e-06	-8.43513e-08
0.000414612	364372	-2.66061e-06	-8.36386e-08
0.000428433	372089	-2.72956e-06	-4.86755e-08
0.000442253	371552	-2.7237e-06	2.43116e-08
0.000456074	361110	-2.70288e-06	8.4021e-08
0.000469894	345904	-2.58488e-06	9.26285e-08
0.000483714	334003	-2.44479e-06	4.70243e-08
0.000497535	329741	-2.44483e-06	-4.14013e-09
0.000511355	329164	-2.48763e-06	-1.86984e-09
0.000525176	322434	-2.53675e-06	7.44839e-08
0.000538996	301871	-2.38223e-06	1.80313e-07
0.000552816	270036	-2.09182e-06	2.28663e-07
0.000566637	236850	-1.8572e-06	2.06983e-07
0.000580457	211112	-1.69693e-06	1.38372e-07
0.000594278	194803	-1.63403e-06	8.62206e-08
0.000608098	182928	-1.54017e-06	7.94875e-08
0.000621918	168727	-1.44368e-06	1.15215e-07
0.000635739	149149	-1.33354e-06	1.50592e-07
0.000649559	126510	-1.16357e-06	1.58274e-07
0.00066338	104948	-9.50179e-07	1.39983e-07
0.0006772	86172.4	-8.57221e-07	1.23902e-07
0.00069102	68196.7	-7.60114e-07	1.30208e-07
0.000704841	48253.5	-6.54622e-07	1.50378e-07
0.000718661	25888.8	-4.35313e-07	1.6371e-07
0.000732482	4911.84	-2.51511e-07	1.35204e-07
0.000746302	-10082.5	-1.73988e-07	8.72181e-08
0.000760123	-18145.7	-1.2406e-07	4.39321e-08
0.000773943	-21985.7	-9.5115e-08	2.93518e-08
0.000787763	-24688.9	-5.33475e-08	2.6367e-08
0.000801584	-26748.5	-2.19406e-08	1.90357e-08
0.000815404	-27838.2	-1.8678e-08	1.20612e-08
0.000829225	-27968.9	-1.15059e-08	4.96833e-09
0.000843045	-27379.6	-3.75179e-09	1.11312e-09
0.000856865	-26389.1	1.32448e-10	-1.67453e-09
0.000870686	-25200.6	-6.81376e-09	-2.73132e-09
