     0.    31304.4
     1.19629E-04    31304.1
     2.39258E-04    31303.7
     3.58887E-04    31303.3
     4.78516E-04    31302.9
     5.98145E-04    31302.6
     7.17773E-04    31302.2
     8.37402E-04    31301.7
     9.57031E-04    31301.3
     1.07666E-03    31300.9
     1.19629E-03    31300.4
     1.31592E-03    31300.0
     1.43555E-03    31299.5
     1.55518E-03    31299.0
     1.67480E-03    31298.5
     1.79443E-03    31298.0
     1.91406E-03    31297.5
     2.03369E-03    31297.0
     2.15332E-03    31296.5
     2.27295E-03    31295.3
     2.39258E-03    31294.0
     2.51221E-03    31292.6
     2.63184E-03    31291.1
     2.75146E-03    31290.3
     2.87109E-03    31288.5
     2.99072E-03    31286.6
     3.11035E-03    31284.7
     3.22998E-03    31282.8
     3.34961E-03    31280.8
     3.46924E-03    31278.8
     3.58887E-03    31276.7
     3.70850E-03    31274.6
     3.82813E-03    31272.5
     3.94775E-03    31270.3
     4.06738E-03    31268.0
     4.18701E-03    31265.7
     4.30664E-03    31263.4
     4.42627E-03    31261.0
     4.54590E-03    31258.6
     4.66553E-03    31256.1
     4.78516E-03    31253.6
     4.90479E-03    31251.0
     5.02441E-03    31248.4
     5.14404E-03    31245.8
     5.26367E-03    31243.1
     5.38330E-03    31240.4
     5.50293E-03    31237.6
     5.62256E-03    31234.8
     5.74219E-03    31231.9
     5.86182E-03    31229.0
     5.98145E-03    31226.0
     6.10107E-03    31223.0
     6.22070E-03    31220.0
     6.34033E-03    31216.9
     6.45996E-03    31213.7
     6.57959E-03    31210.5
     6.69922E-03    31207.3
     6.81885E-03    31204.1
     6.93848E-03    31200.7
     7.05811E-03    31197.4
     7.17773E-03    31194.0
     7.29736E-03    31189.0
     7.41699E-03    31185.0
     7.53662E-03    31180.9
     7.65625E-03    31176.8
     7.77588E-03    31172.7
     7.89551E-03    31168.2
     8.01514E-03    31163.7
     8.13477E-03    31159.1
     8.25439E-03    31154.4
     8.37402E-03    31149.7
     8.49365E-03    31144.9
     8.61328E-03    31140.0
     8.73291E-03    31135.1
     8.85254E-03    31130.2
     8.97217E-03    31125.2
     9.09180E-03    31120.1
     9.21143E-03    31115.0
     9.33105E-03    31109.8
     9.45068E-03    31104.6
     9.57031E-03    31099.3
     9.68994E-03    31093.9
     9.80957E-03    31088.5
     9.92920E-03    31083.1
     1.00488E-02    31077.6
     1.01685E-02    31072.0
     1.02881E-02    31066.3
     1.04077E-02    31060.7
     1.05273E-02    31054.9
     1.06470E-02    31049.1
     1.07666E-02    31043.3
     1.08862E-02    31037.3
     1.10059E-02    31031.4
     1.11255E-02    31025.4
     1.12451E-02    31019.3
     1.13647E-02    31013.1
     1.14844E-02    31006.9
     1.16040E-02    31000.7
     1.17236E-02    30994.4
     1.18433E-02    30988.0
     1.19629E-02    30981.6
     1.20825E-02    30975.1
     1.22021E-02    30968.6
     1.23218E-02    30960.3
     1.24414E-02    30953.2
     1.25610E-02    30945.9
     1.26807E-02    30938.4
     1.28003E-02    30931.3
     1.29199E-02    30923.6
     1.30396E-02    30915.9
     1.31592E-02    30908.1
     1.32788E-02    30900.2
     1.33984E-02    30892.2
     1.35181E-02    30884.2
     1.36377E-02    30876.1
     1.37573E-02    30867.9
     1.38770E-02    30859.6
     1.39966E-02    30851.2
     1.41162E-02    30842.8
     1.42358E-02    30834.3
     1.43555E-02    30825.7
     1.44751E-02    30817.1
     1.45947E-02    30808.3
     1.47144E-02    30799.5
     1.48340E-02    30790.7
     1.49536E-02    30781.7
     1.50732E-02    30772.7
     1.51929E-02    30763.6
     1.53125E-02    30754.4
     1.54321E-02    30745.1
     1.55518E-02    30735.8
     1.56714E-02    30726.4
     1.57910E-02    30716.9
     1.59106E-02    30707.3
     1.60303E-02    30697.7
     1.61499E-02    30687.9
     1.62695E-02    30678.1
     1.63892E-02    30668.3
     1.65088E-02    30658.3
     1.66284E-02    30648.3
     1.67480E-02    30638.2
     1.68677E-02    30628.0
     1.69873E-02    30617.8
     1.71069E-02    30607.4
     1.72266E-02    30597.0
     1.73462E-02    30584.3
     1.74658E-02    30573.2
     1.75854E-02    30561.8
     1.77051E-02    30550.3
     1.78247E-02    30539.0
     1.79443E-02    30527.3
     1.80640E-02    30515.6
     1.81836E-02    30503.7
     1.83032E-02    30491.7
     1.84229E-02    30479.7
     1.85425E-02    30467.5
     1.86621E-02    30455.2
     1.87817E-02    30442.8
     1.89014E-02    30430.3
     1.90210E-02    30417.7
     1.91406E-02    30404.9
     1.92603E-02    30392.1
     1.93799E-02    30379.2
     1.94995E-02    30366.1
     1.96191E-02    30353.0
     1.97388E-02    30339.7
     1.98584E-02    30326.3
     1.99780E-02    30312.9
     2.00977E-02    30299.3
     2.02173E-02    30285.6
     2.03369E-02    30271.8
     2.04565E-02    30257.9
     2.05762E-02    30243.8
     2.06958E-02    30229.7
     2.08154E-02    30215.5
     2.09351E-02    30201.1
     2.10547E-02    30186.7
     2.11743E-02    30172.1
     2.12939E-02    30157.5
     2.14136E-02    30142.7
     2.15332E-02    30127.8
     2.16528E-02    30112.8
     2.17725E-02    30097.7
     2.18921E-02    30082.5
     2.20117E-02    30067.2
     2.21313E-02    30051.8
     2.22510E-02    30033.7
     2.23706E-02    30017.5
     2.24902E-02    30001.0
     2.26099E-02    29984.3
     2.27295E-02    29967.3
     2.28491E-02    29950.7
     2.29688E-02    29933.8
     2.30884E-02    29916.7
     2.32080E-02    29899.4
     2.33276E-02    29882.0
     2.34473E-02    29864.5
     2.35669E-02    29846.8
     2.36865E-02    29828.9
     2.38062E-02    29810.8
     2.39258E-02    29792.7
     2.40454E-02    29774.3
     2.41650E-02    29755.8
     2.42847E-02    29737.2
     2.44043E-02    29718.3
     2.45239E-02    29699.4
     2.46436E-02    29680.2
     2.47632E-02    29661.0
     2.48828E-02    29641.5
     2.50024E-02    29621.9
     2.51221E-02    29602.2
     2.52417E-02    29582.2
     2.53613E-02    29562.2
     2.54810E-02    29541.9
     2.56006E-02    29521.6
     2.57202E-02    29501.0
     2.58398E-02    29480.3
     2.59595E-02    29459.5
     2.60791E-02    29438.4
     2.61987E-02    29417.3
     2.63184E-02    29395.9
     2.64380E-02    29374.5
     2.65576E-02    29352.8
     2.66772E-02    29331.0
     2.67969E-02    29309.1
     2.69165E-02    29287.0
     2.70361E-02    29264.7
     2.71558E-02    29242.3
     2.72754E-02    29216.1
     2.73950E-02    29192.6
     2.75146E-02    29168.7
     2.76343E-02    29144.6
     2.77539E-02    29120.4
     2.78735E-02    29096.4
     2.79932E-02    29072.1
     2.81128E-02    29047.6
     2.82324E-02    29022.9
     2.83521E-02    28998.0
     2.84717E-02    28972.8
     2.85913E-02    28947.4
     2.87109E-02    28921.8
     2.88306E-02    28895.9
     2.89502E-02    28869.9
     2.90698E-02    28843.5
     2.91895E-02    28817.0
     2.93091E-02    28790.2
     2.94287E-02    28763.2
     2.95483E-02    28736.0
     2.96680E-02    28708.5
     2.97876E-02    28680.9
     2.99072E-02    28652.9
     3.00269E-02    28624.8
     3.01465E-02    28596.4
     3.02661E-02    28567.8
     3.03857E-02    28539.0
     3.05054E-02    28509.9
     3.06250E-02    28480.6
     3.07446E-02    28451.1
     3.08643E-02    28421.4
     3.09839E-02    28391.4
     3.11035E-02    28361.2
     3.12231E-02    28330.7
     3.13428E-02    28300.1
     3.14624E-02    28269.2
     3.15820E-02    28238.0
     3.17017E-02    28206.7
     3.18213E-02    28175.1
     3.19409E-02    28143.3
     3.20605E-02    28111.3
     3.21802E-02    28079.0
     3.22998E-02    28042.0
     3.24194E-02    28008.3
     3.25391E-02    27974.1
     3.26587E-02    27939.5
     3.27783E-02    27904.2
     3.28979E-02    27870.0
     3.30176E-02    27835.5
     3.31372E-02    27800.7
     3.32568E-02    27765.5
     3.33765E-02    27730.0
     3.34961E-02    27694.2
     3.36157E-02    27658.1
     3.37354E-02    27621.6
     3.38550E-02    27584.8
     3.39746E-02    27547.6
     3.40942E-02    27510.2
     3.42139E-02    27472.4
     3.43335E-02    27434.2
     3.44531E-02    27395.8
     3.45728E-02    27357.0
     3.46924E-02    27317.9
     3.48120E-02    27278.4
     3.49316E-02    27238.7
     3.50513E-02    27198.5
     3.51709E-02    27158.1
     3.52905E-02    27117.3
     3.54102E-02    27076.2
     3.55298E-02    27034.8
     3.56494E-02    26993.1
     3.57690E-02    26951.0
     3.58887E-02    26908.6
     3.60083E-02    26865.8
     3.61279E-02    26822.7
     3.62476E-02    26779.3
     3.63672E-02    26735.6
     3.64868E-02    26691.5
     3.66064E-02    26647.2
     3.67261E-02    26602.4
     3.68457E-02    26557.4
     3.69653E-02    26512.0
     3.70850E-02    26466.3
     3.72046E-02    26420.2
     3.73242E-02    26367.4
     3.74439E-02    26319.6
     3.75635E-02    26271.1
     3.76831E-02    26222.0
     3.78027E-02    26172.9
     3.79224E-02    26124.5
     3.80420E-02    26075.6
     3.81616E-02    26026.3
     3.82813E-02    25976.6
     3.84009E-02    25926.3
     3.85205E-02    25875.7
     3.86401E-02    25824.5
     3.87598E-02    25773.0
     3.88794E-02    25720.9
     3.89990E-02    25668.4
     3.91187E-02    25615.5
     3.92383E-02    25562.0
     3.93579E-02    25508.2
     3.94775E-02    25453.9
