3520 
-0.001503      0.000377      -0.000853      -0.002332     36.328763     0.478703 
0.001587      -0.001267      -0.000351      -0.002990     36.396776     0.479975 
0.000230      -0.002453      0.002004      0.000097     36.248237     0.477195 
-0.001341      0.003865      0.002806      -0.000422     36.535794     0.482576 
0.002134      -0.002992      0.001534      0.002568     36.457092     0.481096 
0.002091      -0.001040      0.001646      0.000511     36.496931     0.481865 
-0.000975      0.002326      -0.001545      0.001914     36.603788     0.483852 
-0.000963      -0.000180      -0.001588      0.002780     36.222915     0.476723 
0.000913      0.000181      0.000489      -0.002849     36.463121     0.481215 
0.002468      -0.004071      -0.000456      -0.003860     36.381346     0.479669 
0.001206      -0.003744      0.000602      -0.003566     36.465275     0.481240 
0.003492      -0.003172      0.001145      -0.002095     36.580504     0.483411 
-0.002299      0.003140      -0.002708      0.000174     36.280694     0.477806 
0.003321      -0.003736      0.000700      -0.003304     36.535281     0.482554 
-0.000147      0.000836      0.001758      0.000055     36.263118     0.477479 
-0.001288      0.001129      -0.000779      -0.001400     36.274370     0.477685 
-0.000810      0.001163      -0.002188      0.001481     36.596043     0.483719 
0.000613      0.001569      0.000563      -0.005158     36.318136     0.478478 
-0.001409      0.004026      -0.002547      0.002874     36.418482     0.480369 
-0.001015      0.002491      -0.001741      -0.004112     36.584028     0.483464 
-0.001828      0.001080      0.001045      0.003524     36.477766     0.481492 
0.001704      -0.002711      0.000327      -0.003907     36.564885     0.483112 
-0.001802      0.000776      0.000158      -0.005544     36.318271     0.478482 
-0.002120      0.001951      0.000946      -0.003403     36.580374     0.483409 
-0.001145      0.002912      0.002265      0.000498     36.428604     0.480565 
-0.002636      0.000554      0.000019      0.004357     36.564086     0.483101 
-0.000993      -0.000883      -0.000511      0.002779     36.419376     0.480404 
0.001134      -0.003960      -0.000005      -0.003558     36.451264     0.480978 
-0.003351      0.003623      0.000999      -0.002361     36.367177     0.479408 
0.000472      0.002367      0.001795      -0.002354     36.536827     0.482594 
