# The six-dimensional phase space data in the global Cartesian coordinates
# Part. ID    x [mm]       beta_x*gamma       y [mm]      beta_y*gamma        z [mm]      beta_z*gamma
ID0 2.13000000e+03 -1.74000000e-04 6.93889390e-18 3.99201857e-01 0.00000000e+00 0.00000000e+00
ID1 2.12520657e+03 -1.74000000e-04 -7.81826369e-02 3.99201857e-01 -3.52955892e-02 0.00000000e+00
ID0 2.03954521e+03 -1.43875438e-01 3.98505606e+02 3.72373483e-01 -3.46390939e-17 5.88836211e-22
ID1 2.03478226e+03 -1.43611568e-01 3.98444059e+02 3.72476663e-01 -3.43750993e-02 2.14143724e-06
ID0 1.88516488e+03 -1.52366717e-01 7.79894978e+02 3.68980401e-01 -6.87620969e-18 6.07083866e-22
ID1 1.88074211e+03 -1.52011853e-01 7.79973544e+02 3.69130998e-01 -3.21344951e-02 2.14583643e-06
ID0 1.72460976e+03 -1.61819457e-01 1.16027456e+03 3.66801189e-01 -3.46288443e-17 6.66014672e-22
ID1 1.72051958e+03 -1.61588842e-01 1.16050639e+03 3.66906006e-01 -2.99378807e-02 2.22470858e-06
ID0 1.50581615e+03 -2.83504321e-01 1.50716948e+03 2.83467721e-01 -5.86375035e-17 3.41333092e-21
ID1 1.50134395e+03 -2.84057138e-01 1.50712126e+03 2.82924522e-01 -2.66613431e-02 3.75513242e-06
ID0 1.15900039e+03 -3.66185224e-01 1.72618309e+03 1.63208549e-01 -5.48230228e-17 6.75740549e-21
ID1 1.15426527e+03 -3.65927687e-01 1.72583091e+03 1.63817831e-01 -2.21503998e-02 5.20118662e-06
ID0 7.79222297e+02 -3.69764465e-01 1.88838852e+03 1.54928659e-01 -5.48134499e-17 6.76449090e-21
ID1 7.74817554e+02 -3.69428611e-01 1.88884526e+03 1.55777007e-01 -1.67682697e-02 5.21655805e-06
ID0 3.97221413e+02 -3.73302072e-01 2.04528580e+03 1.46199219e-01 -5.82701312e-17 6.95515330e-21
ID1 3.93129556e+02 -3.73098317e-01 2.04655200e+03 1.46786609e-01 -1.13952954e-02 5.27544090e-06
ID0 -2.62724797e+00 -4.00909718e-01 2.13636742e+03 2.15703529e-04 -5.01107875e-17 1.03925866e-20
ID1 -6.82929152e+00 -4.00939094e-01 2.13698647e+03 -8.79883110e-04 -5.58224066e-03 5.82758744e-06
ID0 -4.02822616e+02 -3.74518761e-01 2.04636479e+03 -1.43053650e-01 -3.48953206e-17 1.28373788e-20
ID1 -4.06969077e+02 -3.74736551e-01 2.04634500e+03 -1.42578105e-01 5.05740285e-04 5.97483492e-06
ID0 -7.86247602e+02 -3.71190361e-01 1.89297895e+03 -1.51480575e-01 -2.72983663e-17 1.28549105e-20
ID1 -7.90690882e+02 -3.71510368e-01 1.89361607e+03 -1.50793846e-01 6.65023434e-03 5.94225559e-06
ID0 -1.16866821e+03 -3.68950924e-01 1.73335483e+03 -1.61183460e-01 -1.42848042e-17 1.29129396e-20
ID1 -1.17343142e+03 -3.69194050e-01 1.73463028e+03 -1.60732438e-01 1.27424920e-02 5.84427212e-06
ID0 -1.51720838e+03 -2.85096127e-01 1.51440019e+03 -2.84297538e-01 1.87101710e-17 1.32166277e-20
ID1 -1.52171409e+03 -2.84569376e-01 1.51527940e+03 -2.84887575e-01 1.81958903e-02 4.98421225e-06
ID0 -1.73766099e+03 -1.64486693e-01 1.16670645e+03 -3.67490163e-01 1.51979439e-17 1.28004060e-20
ID1 -1.74173094e+03 -1.64476603e-01 1.16723032e+03 -3.67544380e-01 2.28344003e-02 3.68843234e-06
ID0 -1.90098724e+03 -1.56021827e-01 7.85761353e+02 -3.70937772e-01 3.25445728e-17 1.28212837e-20
ID1 -1.90510094e+03 -1.56081664e-01 7.86260067e+02 -3.70957985e-01 2.65821273e-02 3.64640569e-06
ID0 -2.05892834e+03 -1.47345038e-01 4.02746743e+02 -3.74469066e-01 4.29344383e-17 1.25883128e-20
ID1 -2.06308717e+03 -1.47357794e-01 4.03223963e+02 -3.74509181e-01 3.03202957e-02 3.48798903e-06
ID0 -2.15166553e+03 -1.99597431e-03 1.87594603e+00 -4.02409813e-01 3.57823029e-17 1.05267360e-20
ID1 -2.15572480e+03 -1.87981414e-03 2.29613172e+00 -4.02452109e-01 3.26826706e-02 1.68842573e-06
ID0 -2.06261756e+03 1.44164280e-01 -3.99804201e+02 -3.75705073e-01 -5.86846180e-18 1.04092159e-20
ID1 -2.06646783e+03 1.44684602e-01 -3.99359874e+02 -3.75548606e-01 3.36821120e-02 -3.61791008e-07
ID0 -1.90778609e+03 1.53097236e-01 -7.84085878e+02 -3.72154373e-01 -7.52555136e-17 1.04076122e-20
ID1 -1.91102822e+03 1.53716008e-01 -7.83433935e+02 -3.71941635e-01 3.32135497e-02 -4.48541805e-07
ID0 -1.74669892e+03 1.62383089e-01 -1.16729926e+03 -3.70077503e-01 -9.60430944e-17 1.08071421e-20
ID1 -1.74934019e+03 1.62884377e-01 -1.16642229e+03 -3.69900796e-01 3.27478945e-02 -5.79556391e-07
ID0 -1.52845835e+03 2.83422662e-01 -1.51799586e+03 -2.88092383e-01 -9.55314651e-17 1.57796531e-20
ID1 -1.53114502e+03 2.83197854e-01 -1.51722417e+03 -2.88366357e-01 3.09429017e-02 -2.36840823e-06
ID0 -1.18070680e+03 3.69386392e-01 -1.74057070e+03 -1.63949137e-01 -1.15592194e-16 2.32735090e-20
ID1 -1.18345380e+03 3.69676628e-01 -1.73988850e+03 -1.63377632e-01 2.78586107e-02 -4.18567273e-06
ID0 -7.97797835e+02 3.73306926e-01 -1.90271299e+03 -1.54814616e-01 -1.25942628e-16 2.35736550e-20
ID1 -8.00206657e+02 3.73650386e-01 -1.90130059e+03 -1.54059285e-01 2.34551739e-02 -4.28870259e-06
ID0 -4.12639013e+02 3.76590036e-01 -2.05944137e+03 -1.46647779e-01 -8.77507875e-17 2.39474163e-20
ID1 -4.14720579e+02 3.76854512e-01 -2.05728394e+03 -1.46029651e-01 1.90249305e-02 -4.39879235e-06
ID0 -1.04513350e+01 4.04112452e-01 -2.15377564e+03 -4.33035724e-03 -6.99629205e-17 2.82162667e-20
ID1 -1.24909345e+01 4.04123820e-01 -2.15167024e+03 -4.66062353e-03 1.38186000e-02 -5.42232019e-06
ID0 3.92952360e+02 3.77089651e-01 -2.06600410e+03 1.45358252e-01 -2.18851258e-18 2.93166753e-20
ID1 3.90931258e+02 3.76978620e-01 -2.06404701e+03 1.45668155e-01 7.96830260e-03 -6.11100350e-06
ID0 7.78265503e+02 3.73324543e-01 -1.90966195e+03 1.54772127e-01 2.12329214e-17 2.93361851e-20
ID1 7.76091920e+02 3.73162299e-01 -1.90731891e+03 1.55166675e-01 1.61058964e-03 -6.25402529e-06
ID0 1.16245556e+03 3.71322545e-01 -1.74702719e+03 1.63807181e-01 4.98408506e-17 2.91594427e-20
ID1 1.16010957e+03 3.71159194e-01 -1.74429287e+03 1.64156964e-01 -4.89032703e-03 -6.38393172e-06
ID0 1.51465639e+03 2.89877940e-01 -1.52825138e+03 2.84049300e-01 7.20745531e-17 2.60383806e-20
ID1 1.51216387e+03 2.89697909e-01 -1.52528885e+03 2.84217154e-01 -1.12266165e-02 -5.98293412e-06
ID0 1.73869988e+03 1.65232662e-01 -1.17966364e+03 3.70690426e-01 9.40588094e-17 2.04055577e-20
ID1 1.73605252e+03 1.65332474e-01 -1.17659843e+03 3.70635741e-01 -1.70269678e-02 -5.00421544e-06
ID0 1.90206568e+03 1.56104310e-01 -7.95629309e+02 3.74626039e-01 1.40856318e-16 2.02262505e-20
ID1 1.89959558e+03 1.56303031e-01 -7.92646461e+02 3.74537391e-01 -2.21203201e-02 -4.95025742e-06
ID0 2.05998236e+03 1.47745450e-01 -4.09320533e+02 3.78000671e-01 1.72029518e-16 1.95248445e-20
ID1 2.05768846e+03 1.47824089e-01 -4.06412919e+02 3.77969173e-01 -2.71984062e-02 -4.81990250e-06
ID0 2.15410979e+03 3.40809281e-03 -5.59342467e+00 4.05834461e-01 1.95160647e-16 8.26607582e-21
ID1 2.15121981e+03 2.53000557e-03 -2.58037531e+00 4.05845803e-01 -3.10714895e-02 -3.19375856e-06
ID0 2.06570802e+03 -1.44633898e-01 3.99295483e+02 3.79202137e-01 1.87068685e-16 -3.10514004e-21
ID1 2.06229417e+03 -1.44142167e-01 4.02251924e+02 3.79401337e-01 -3.36300266e-02 -1.23368179e-06
ID0 1.91048263e+03 -1.53687961e-01 7.86692100e+02 3.75623795e-01 1.93930307e-16 -3.46938146e-21
ID1 1.90775529e+03 -1.52963411e-01 7.89936810e+02 3.75937681e-01 -3.48229840e-02 -1.17168975e-06
ID0 1.74891819e+03 -1.63225671e-01 1.17298990e+03 3.73448503e-01 1.93863052e-16 -4.37715404e-21
ID1 1.74686328e+03 -1.62754662e-01 1.17655170e+03 3.73676990e-01 -3.60083787e-02 -9.75366373e-07
ID0 1.52863156e+03 -2.86478916e-01 1.52588850e+03 2.89890039e-01 1.85858050e-16 -1.47064869e-20
ID1 1.52602114e+03 -2.87288825e-01 1.52905887e+03 2.89122988e-01 -3.55539618e-02 1.12774805e-06
ID0 1.17823240e+03 -3.71718760e-01 1.75008542e+03 1.67127398e-01 2.12384845e-16 -2.68755991e-20
ID1 1.17519236e+03 -3.71540415e-01 1.75273332e+03 1.67591326e-01 -3.36340058e-02 3.16179885e-06
ID0 7.93474060e+02 -3.75528775e-01 1.91560208e+03 1.58381006e-01 2.19233115e-16 -2.73372619e-20
ID1 7.90688098e+02 -3.75266952e-01 1.91890486e+03 1.59077560e-01 -3.03085936e-02 3.22841037e-06
ID0 4.06407747e+02 -3.79117872e-01 2.07564740e+03 1.49586241e-01 2.01800537e-16 -2.84659939e-20
ID1 4.03866020e+02 -3.78962194e-01 2.07961017e+03 1.50067915e-01 -2.69671670e-02 3.41338075e-06
ID0 1.19576181e+00 -4.07554209e-01 2.16966333e+03 2.44352411e-03 1.72788452e-16 -4.05772438e-20
ID1 -1.43211571e+00 -4.07592134e-01 2.17318378e+03 1.67064999e-03 -2.23272318e-02 5.00172999e-06
ID0 -4.05092520e+02 -3.80907861e-01 2.08042060e+03 -1.44967603e-01 1.61408922e-16 -5.01959864e-20
ID1 -4.07665655e+02 -3.80962836e-01 2.08341134e+03 -1.44921736e-01 -1.67625423e-02 6.14204573e-06
ID0 -7.94029193e+02 -3.77348048e-01 1.92497688e+03 -1.53996281e-01 1.04083834e-16 -5.06260899e-20
ID1 -7.96684962e+02 -3.77442817e-01 1.92808982e+03 -1.53858583e-01 -1.03823682e-02 6.22588202e-06
ID0 -1.18185560e+03 -3.75156069e-01 1.76315968e+03 -1.63622641e-01 4.68159082e-17 -5.09476048e-20
ID1 -1.18460362e+03 -3.75238120e-01 1.76639916e+03 -1.63534856e-01 -3.96172474e-03 6.29866512e-06
ID0 -1.53626800e+03 -2.91534261e-01 1.54243263e+03 -2.87266809e-01 -1.15634075e-17 -5.24064708e-20
ID1 -1.53903615e+03 -2.91541623e-01 1.54564722e+03 -2.87316126e-01 2.63150747e-03 6.46490254e-06
ID0 -1.76149743e+03 -1.66941421e-01 1.19096896e+03 -3.73691058e-01 -5.88867367e-17 -4.96292191e-20
ID1 -1.76418617e+03 -1.66579747e-01 1.19410728e+03 -3.73894572e-01 9.16099393e-03 6.07118640e-06
ID0 -1.92641568e+03 -1.57782306e-01 8.04303936e+02 -3.77649558e-01 -1.38650163e-16 -4.94344770e-20
ID1 -1.92865462e+03 -1.57318488e-01 8.07215099e+02 -3.77882448e-01 1.53502379e-02 6.01005455e-06
ID0 -2.08578553e+03 -1.49265168e-01 4.15549300e+02 -3.80832599e-01 -2.37421669e-16 -4.80554636e-20
ID1 -2.08757354e+03 -1.48918553e-01 4.18244632e+02 -3.81000197e-01 2.14908235e-02 5.85465534e-06
ID0 -2.18113361e+03 -4.32276218e-03 9.21990248e+00 -4.09016959e-01 -3.01715754e-16 -3.22975750e-20
ID1 -2.18323040e+03 -4.90783387e-03 1.19269829e+01 -4.09037275e-01 2.65065140e-02 4.39449586e-06
ID0 -2.09268734e+03 1.46948007e-01 -3.98444181e+02 -3.81732684e-01 -3.37876645e-16 -1.21826772e-20
ID1 -2.09508943e+03 1.47492185e-01 -3.95784715e+02 -3.81546987e-01 3.04236473e-02 2.53932964e-06
ID0 -1.93480009e+03 1.56616448e-01 -7.87799083e+02 -3.77868823e-01 -3.27230222e-16 -1.07513658e-20
ID1 -1.93647791e+03 1.57375252e-01 -7.84863800e+02 -3.77572601e-01 3.28672217e-02 2.34742042e-06
ID0 -1.77052235e+03 1.65743093e-01 -1.17596472e+03 -3.75839432e-01 -4.38070056e-16 -8.42735379e-21
ID1 -1.77147727e+03 1.66318412e-01 -1.17272164e+03 -3.75598352e-01 3.52396397e-02 2.13643681e-06
